,name,address,website,phone_number,reviews_count,reviews_average,images
68,CLB BILLIARDS PHÁT THỊNH,"70 Đ. Phạm Nhữ Tăng, Phường 4, Quận 8, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipMWY2VRM40ZBFLgNhkfY-bftA7UO8WBgeQoEMZz', 'https://lh5.googleusercontent.com/p/AF1QipPYe25hHWBKk1wI3GB1r4vEgJr7USLKU9YBbsQf']"
69,bidasao3,"290 D. Bá Trạc, Phường 1, Quận 8, Thành phố Hồ Chí Minh, Vietnam",,+84 90 946 69 77,2,4.0,"['https://lh5.googleusercontent.com/p/AF1QipMWY2VRM40ZBFLgNhkfY-bftA7UO8WBgeQoEMZz', 'https://lh5.googleusercontent.com/p/AF1QipPYe25hHWBKk1wI3GB1r4vEgJr7USLKU9YBbsQf']"
70,N9 Billiards,"411 Đ. Tạ Quang Bửu, Phường 2, Quận 8, Thành phố Hồ Chí Minh, Vietnam",,+84 97 689 88 88,3,3.7,"['https://lh5.googleusercontent.com/p/AF1QipPYe25hHWBKk1wI3GB1r4vEgJr7USLKU9YBbsQf', 'https://lh5.googleusercontent.com/p/AF1QipMWY2VRM40ZBFLgNhkfY-bftA7UO8WBgeQoEMZz']"
71,River Billiards,"Mặt tiền 189, 189-191 Bến Bình Đông Phường 11 Quận 8 189, 191 Bến Bình Đông, Phường 11, Quận 8, Thành phố Hồ Chí Minh 70000, Vietnam",,+84 91 496 24 88,72,5.0,"['https://lh5.googleusercontent.com/p/AF1QipNqIfdS7wv_Fzrsxcg2XCMq0IvXsHaDUXPav38N', 'https://lh5.googleusercontent.com/p/AF1QipPYe25hHWBKk1wI3GB1r4vEgJr7USLKU9YBbsQf']"
72,Clb Billiards 261,"261 Hoàng Hữu Nam, Long Thạnh Mỹ, Quận 9, Thành phố Hồ Chí Minh, Vietnam",,+84 90 225 38 22,4,4.8,"['https://lh5.googleusercontent.com/p/AF1QipNqIfdS7wv_Fzrsxcg2XCMq0IvXsHaDUXPav38N', 'https://lh5.googleusercontent.com/p/AF1QipMWY2VRM40ZBFLgNhkfY-bftA7UO8WBgeQoEMZz']"
73,Clb Bida 262,"262 Đường Hoàng Ngân, Phường 16, Quận 8, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3701 0151,4,4.3,"['https://lh5.googleusercontent.com/p/AF1QipMWY2VRM40ZBFLgNhkfY-bftA7UO8WBgeQoEMZz', 'https://lh5.googleusercontent.com/p/AF1QipPYe25hHWBKk1wI3GB1r4vEgJr7USLKU9YBbsQf']"
74,Bida B-King,"PMPF+G8G, Bình Hưng, Quận 8, Thành phố Hồ Chí Minh, Vietnam",cambodiabiketours.com,,28,4.3,"['https://lh5.googleusercontent.com/p/AF1QipMjEeOrySL2JiU-zpQ5l8K9h5Y65fFTWscaxDLd', 'https://lh5.googleusercontent.com/p/AF1QipMWY2VRM40ZBFLgNhkfY-bftA7UO8WBgeQoEMZz']"
75,Billiard & Cafe Club,"48 Trương Đình Hội, Phường 16, Quận 8, Thành phố Hồ Chí Minh, Vietnam",,+84 97 292 71 44,,,"['https://lh5.googleusercontent.com/p/AF1QipMxC-kzFSaso3Ib7TloPPmGvWw6HsUWm6X8Wwyi', 'https://lh5.googleusercontent.com/p/AF1QipMjEeOrySL2JiU-zpQ5l8K9h5Y65fFTWscaxDLd']"
76,Billiard A7 Club,"38 Đ. số 17, Phường Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipMxC-kzFSaso3Ib7TloPPmGvWw6HsUWm6X8Wwyi', 'https://lh5.googleusercontent.com/p/AF1QipMWY2VRM40ZBFLgNhkfY-bftA7UO8WBgeQoEMZz']"
77,Clb Billiards 261,"261 Hoàng Hữu Nam, Long Thạnh Mỹ, Quận 9, Thành phố Hồ Chí Minh, Vietnam",,+84 90 225 38 22,4,4.8,"['https://lh3.googleusercontent.com/a-/AD_cMMRRs_JiRO4JUOrjcYkOn3dAmGJd6KCCRfS9Vms2PQ', 'https://lh3.googleusercontent.com/a/AAcHTtf6zRj6TwJJg3LgNjQY2krSA1l_nJMI9dExaoHA']"
78,Club Billiards NHẪN & SINH,"50A2 Đ. 79, Phước Long B, Quận 9, Thành phố Hồ Chí Minh 100000, Vietnam",,+84 90 386 64 63,4,4.5,"['https://lh5.googleusercontent.com/p/AF1QipNzHyoQF9Hvf4Q6oh8p3460aZVN10GGiPsYT-tA', 'https://lh3.googleusercontent.com/a-/AD_cMMTp4JEtCI5-2FRHTUOwJAUWJeMumo-JSthF6Bu7E2Y']"
79,HK Billard Club,"52 Ngô Quyền, Hiệp Phú, Quận 9, Thành phố Hồ Chí Minh, Vietnam",,+84 90 336 00 00,5,4.4,"['https://lh5.googleusercontent.com/p/AF1QipPp-cqMMYXJDVmJT0y9DGMoDwN8xI4j-uwW23AV', 'https://lh5.googleusercontent.com/p/AF1QipNzHyoQF9Hvf4Q6oh8p3460aZVN10GGiPsYT-tA']"
80,Clb Bida Zakdang - Quận 9,"966c Đ. Nguyễn Duy Trinh, Phường Phú Hữu, Quận 9, Thành phố Hồ Chí Minh, Vietnam",,+84 853 339 841,20,4.9,"['https://lh5.googleusercontent.com/p/AF1QipM7FTdoyiAY3Qz2xjCOru8WQHUYcdv0u-nJEF6a', 'https://lh5.googleusercontent.com/p/AF1QipPp-cqMMYXJDVmJT0y9DGMoDwN8xI4j-uwW23AV']"
81,Bida Anh 6,"160b Đ. Man Thiện, Phường Tân Phú, Quận 9, Thành phố Hồ Chí Minh, Vietnam",,+84 91 962 47 78,9,4.9,"['https://lh5.googleusercontent.com/p/AF1QipObTCzbp_dK-L4hTMy3v2uqH4vX-NxzyjXowNHe', 'https://lh5.googleusercontent.com/p/AF1QipM7FTdoyiAY3Qz2xjCOru8WQHUYcdv0u-nJEF6a']"
82,Câu lạc bộ Billiards Anh 6 Vip,"163 Đ. Man Thiện, Phường Tân Phú, Quận 9, Thành phố Hồ Chí Minh, Vietnam",,+84 91 962 47 78,3,3.3,"['https://lh5.googleusercontent.com/p/AF1QipMxJLP52X_3VpVTUJ6Q06A5HHvCmpZcVwwsifpT', 'https://lh5.googleusercontent.com/p/AF1QipObTCzbp_dK-L4hTMy3v2uqH4vX-NxzyjXowNHe']"
83,Clb Billiards Đông Nam Á,"36 Lã Xuân Oai, Tăng Nhơn Phú A, Quận 9, Thành phố Hồ Chí Minh, Vietnam",,,,,['https://lh5.googleusercontent.com/p/AF1QipMxJLP52X_3VpVTUJ6Q06A5HHvCmpZcVwwsifpT']
84,Clb Bida Ái Vy,"129 Đ. Man Thiện, Phường Tân Phú, Quận 9, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3896 5222,1,5.0,"['https://lh3.googleusercontent.com/a/AAcHTtfcV3zW_ab798b7KqCUbLUz0wGkS_gTpHjwFE5t', 'https://lh5.googleusercontent.com/p/AF1QipOD8NjlAA8YPKL5LJ2obwctyIqE_TzzXMqgbJaf']"
85,Clb Billiards Thiên Tứ,"105 Đường Tăng Nhơn Phú, Phước Long B, Quận 9, Thành phố Hồ Chí Minh, Vietnam",,+84 28 2214 1103,,,"['https://lh5.googleusercontent.com/p/AF1QipNvI6UzZhMlscIIiAYBEvhM9S3plsrpiNtHXa0R', 'https://lh5.googleusercontent.com/p/AF1QipNzHyoQF9Hvf4Q6oh8p3460aZVN10GGiPsYT-tA']"
86,CLB Billiards X4,"D3 Đường số 13, Long Thạnh Mỹ, Quận 9, Thành phố Hồ Chí Minh, Vietnam",,,1,5.0,"['https://lh3.googleusercontent.com/a-/AD_cMMTjYV5J33caHHCeXgsSlMQd_sgiKeUjGPdm3VFGaXA', 'https://lh5.googleusercontent.com/p/AF1QipPiw9MLrCmBVJkhDcMOlQgdI7IrGipZGOwk980L']"
87,Clb Bida Thành Thái,"QMH6+9FR, Đ. Thành Thái, Phường 14, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,,108,3.9,"['https://lh5.googleusercontent.com/p/AF1QipP5EyR-TlJ_GmJlEmZcGSW3Kyl0KxppeCahpJP8', 'https://lh5.googleusercontent.com/p/AF1QipNMeOMQPFMGtLuJTCJ0gVFZSFurlqu91X5o83hI']"
88,Clb Bida Q1,"175 Đ. Cao Thắng, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,+84 28 6276 2298,65,3.8,"['https://lh5.googleusercontent.com/p/AF1QipNMeOMQPFMGtLuJTCJ0gVFZSFurlqu91X5o83hI', 'https://lh5.googleusercontent.com/p/AF1QipP5EyR-TlJ_GmJlEmZcGSW3Kyl0KxppeCahpJP8']"
89,Billiards Club 165,"165 Nguyễn Duy Dương, Phường 3, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,,1,3.0,"['https://lh5.googleusercontent.com/p/AF1QipNMeOMQPFMGtLuJTCJ0gVFZSFurlqu91X5o83hI', 'https://lh5.googleusercontent.com/p/AF1QipP5EyR-TlJ_GmJlEmZcGSW3Kyl0KxppeCahpJP8']"
90,CLB Bida Lỗ World Of Pool Quận 10,"18 Nguyễn Lâm, Phường 6, Quận 10, Thành phố Hồ Chí Minh 72515, Vietnam",facebook.com,+84 707 977 779,39,5.0,"['https://lh5.googleusercontent.com/p/AF1QipOfD732xS67t9MrJF9bYwbAFme_WFD7n334eTrK', 'https://lh5.googleusercontent.com/p/AF1QipP5EyR-TlJ_GmJlEmZcGSW3Kyl0KxppeCahpJP8']"
91,Billiards Club 111,"111A Hoà Hưng, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,+84 93 878 98 76,2,4.5,"['https://lh5.googleusercontent.com/p/AF1QipNvriNf9qfFd6EsfwWsNMhbaH5y_l-bh9ZcMRM', 'https://lh5.googleusercontent.com/p/AF1QipOfD732xS67t9MrJF9bYwbAFme_WFD7n334eTrK']"
92,Billiards Club Vtc,"225 Đ. Lý Thái Tổ, Phường 9, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,,4,4.0,"['https://lh5.googleusercontent.com/p/AF1QipOi7gDtH7Fbn0aCcoBZIcjPFdpt0wBaYx2VmerV', 'https://lh5.googleusercontent.com/p/AF1QipNvriNf9qfFd6EsfwWsNMhbaH5y_l-bh9ZcMRM']"
93,Billiards Rome,"QMJ6+GF4, Đồng Nai, Cư xá Bắc Hải, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,,8,4.1,"['https://lh5.googleusercontent.com/p/AF1QipOqP2RCWmlXN6FkXyoXXfbfd9n6FKw9zsyr1iQN', 'https://lh5.googleusercontent.com/p/AF1QipOi7gDtH7Fbn0aCcoBZIcjPFdpt0wBaYx2VmerV']"
94,Billiards Club Fantasy,"QMJ7+PJW, Trường Sơn, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipOqP2RCWmlXN6FkXyoXXfbfd9n6FKw9zsyr1iQN', 'https://lh5.googleusercontent.com/p/AF1QipP5EyR-TlJ_GmJlEmZcGSW3Kyl0KxppeCahpJP8']"
95,Bida NiceShot,"111A Hoà Hưng, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,+84 93 336 91 11,13,3.5,"['https://lh5.googleusercontent.com/p/AF1QipOEbZk82Nfpl8oP7fKVUJ9niHpIjIsTGjvx01X4', 'https://lh5.googleusercontent.com/p/AF1QipP5EyR-TlJ_GmJlEmZcGSW3Kyl0KxppeCahpJP8']"
96,Bida Sao - Thành Thái,"22-24 Đ. Thành Thái, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Vietnam",,+84 28 2213 1562,110,4.3,"['https://lh5.googleusercontent.com/p/AF1QipMLY-fRSmOoksLaSY3w9poUu2t3s_InqmGs4lP7', 'https://lh5.googleusercontent.com/p/AF1QipOEbZk82Nfpl8oP7fKVUJ9niHpIjIsTGjvx01X4']"
97,Clb Bida 897,"897 Đ. 3 Tháng 2, Phường 7, Quận 11, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipNMeOMQPFMGtLuJTCJ0gVFZSFurlqu91X5o83hI', 'https://lh5.googleusercontent.com/p/AF1QipO9dfdTrDXwo60A7wr_AAz4MLrZZyy3p93BcHRm']"
98,Câu Lạc Bộ Billiards 65,"65 Phó Cơ Điều, Phường 4, Quận 11, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3912 6961,,,['https://lh5.googleusercontent.com/p/AF1QipMmb3FLJ1yjctv-MR8lvtNyCI_mjRzf2AtJcogQ']
99,Clb Bida Anh Em,"79 Âu Cơ, Phường 14, Quận 11, Thành phố Hồ Chí Minh, Vietnam",,,3,3.7,"['https://lh5.googleusercontent.com/p/AF1QipO9dfdTrDXwo60A7wr_AAz4MLrZZyy3p93BcHRm', 'https://lh5.googleusercontent.com/p/AF1QipP_4WunYwfKghqSDOw-fIt-PRTG4sZLhAlmarGc']"
100,CLB Billiards A&K,"351 Lạc Long Quân, Phường 5, Quận 11, Thành phố Hồ Chí Minh, Vietnam",,+84 28 6264 0388,1,1.0,"['https://lh5.googleusercontent.com/p/AF1QipO9dfdTrDXwo60A7wr_AAz4MLrZZyy3p93BcHRm', 'https://lh3.googleusercontent.com/a-/AD_cMMReKeaUhEkAF50FkainwnNCtkckH_josHMuCr92Yw']"
101,Câu Lạc Bộ Bida Sĩ Quang 1,"94 Lò Siêu, Phường 12, Quận 11, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3858 2264,6,4.2,"['https://lh3.googleusercontent.com/a/AAcHTtfiAIZHodOo7Y3kKceJGUqh6Y6xx7kSQzUcsfag', 'https://lh3.googleusercontent.com/a-/AD_cMMQYdHW6OZnSGUGo3oRvvJQsR0X_o_ZUwLQqcSl34w']"
102,Billiards Cool,"74 Phó Cơ Điều, Phường 4, Quận 11, Thành phố Hồ Chí Minh, Vietnam",,,,,[]
103,WINGS BILLIARDS CLUB,"792 Đ. Hồng Bàng, Phường 1, Quận 11, Thành phố Hồ Chí Minh 80000, Vietnam",,+84 567 228 866,13,5.0,"['https://lh5.googleusercontent.com/p/AF1QipOdvQp6eWz5k_kkTAKmtPUiviilWKyuGFp7tWbH', 'https://lh5.googleusercontent.com/p/AF1QipMpzvuafCr4CrV5kFdD905_nmTfTy8Sjbwhqrmx']"
104,Câu Lạc Bộ Bida 341,"341 Nguyễn Thị Nhỏ, Phường 16, Quận 11, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipOdvQp6eWz5k_kkTAKmtPUiviilWKyuGFp7tWbH', 'https://lh5.googleusercontent.com/p/AF1QipO9dfdTrDXwo60A7wr_AAz4MLrZZyy3p93BcHRm']"
105,Vip Club - Billiard - Coffee,"344 Lãnh Binh Thăng, Phường 8, Quận 11, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3608 3368,1,5.0,['https://lh3.googleusercontent.com/a-/AD_cMMQ4ay3IAvlqp4OVu0wL3oG-yomBtn-tTqMNbxoEDw']
106,Billiards Cao Chung,"6a Tân Hóa, Phường 1, Quận 11, Thành phố Hồ Chí Minh, Vietnam",,+84 98 855 23 54,6,5.0,"['https://lh5.googleusercontent.com/p/AF1QipO8cNd0fLWkoIYl1ttdOVQElJWObJmTiKAJoN2Q', 'https://lh5.googleusercontent.com/p/AF1QipO1NF9rAL9SBWHcuqDmKe9FzCsCD994gZX_p0KP']"
107,Clb Billiards Quang Minh,"43 Vườn Lài, An Phú Đông, Quận 12, Thành phố Hồ Chí Minh, Vietnam",,+84 777 771 990,1,5.0,"['https://lh3.googleusercontent.com/a-/AD_cMMRLaWuQilD6T3UDXouPpnQXJ2X1AwH7xAaTnYT0Cg', 'https://www.google.com/maps/vt/data']"
108,Billiards Doremon,"395 HL80B, Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh, Vietnam",,+84 93 385 40 43,9,4.2,"['https://lh5.googleusercontent.com/p/AF1QipPusYh-kTa97oPzvT_FWs5gkW2syJaokH-vz4Z3', 'https://lh5.googleusercontent.com/p/AF1QipMJ4s5atCFFA9oU8US8zvLca3Wz_z2_Me4e9aNd']"
109,NK Billiards Club (Bida),"44 Đ.Trương Thị Hoa, Tân Thới Hiệp, Quận 12, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipPusYh-kTa97oPzvT_FWs5gkW2syJaokH-vz4Z3', 'https://lh5.googleusercontent.com/p/AF1QipP99ZgncEWKjWYLH_of6Lx43zzo_h3kZBedcouk']"
110,Billiards & Cafe AV,"357 Lê Văn Khương, Thới An, Quận 12, Thành phố Hồ Chí Minh 760000, Vietnam",,+84 90 506 16 52,,,"['https://lh5.googleusercontent.com/p/AF1QipNdBZW1lgXetd83jlnRSDgZntzfjYAmyZN6YLs-', 'https://lh5.googleusercontent.com/p/AF1QipO7mjGVg4ptHQrDuXb9u4S-3X91F0MacUjQjbOa']"
111,Bida M88,"117/89M Tổ 1 KP1, Trung Mỹ Tây, Quận 12, Thành phố Hồ Chí Minh, Vietnam",,+84 98 537 06 00,12,4.8,"['https://lh5.googleusercontent.com/p/AF1QipNcer1-PAeG_KJNgmNWKk4YZsqig47JXAzzTaPQ', 'https://lh5.googleusercontent.com/p/AF1QipNdBZW1lgXetd83jlnRSDgZntzfjYAmyZN6YLs-']"
112,Clb bida phương duy,"56 Hà Huy Giáp, Thạnh Lộc, Quận 12, Thành phố Hồ Chí Minh, Vietnam",,+84 96 868 12 14,8,4.3,"['https://lh5.googleusercontent.com/p/AF1QipPgzp_kcRW7z8wod2mDaZbWsDKv-VwXS2t45WJr', 'https://lh5.googleusercontent.com/p/AF1QipNcer1-PAeG_KJNgmNWKk4YZsqig47JXAzzTaPQ']"
113,Bida Premium club quận 12,"322 Nguyễn Thị Kiểu, Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 93 882 39 39,4,4.5,"['https://lh5.googleusercontent.com/p/AF1QipP99ZgncEWKjWYLH_of6Lx43zzo_h3kZBedcouk', 'https://lh5.googleusercontent.com/p/AF1QipPgzp_kcRW7z8wod2mDaZbWsDKv-VwXS2t45WJr']"
114,CLB Bida 811,"42G D. Thị Mười, Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh, Vietnam",,+84 97 237 95 91,19,4.5,"['https://lh5.googleusercontent.com/p/AF1QipMqES4yD18yeYmenFbjcanK0z11ptuq1vh-aJL0', 'https://lh5.googleusercontent.com/p/AF1QipP99ZgncEWKjWYLH_of6Lx43zzo_h3kZBedcouk']"
115,ĐG BILLIARDS CLUB,"45 Đ. Nguyễn Ảnh Thủ, Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh, Vietnam",,+84 98 391 19 17,,,"['https://lh5.googleusercontent.com/p/AF1QipMqES4yD18yeYmenFbjcanK0z11ptuq1vh-aJL0', 'https://lh5.googleusercontent.com/p/AF1QipMvj73iNlN8_RgnG58VtwwhRyOI2FbWykkDNesG']"
116,M&T BILLIARDS,"19 Đ. An Phú Đông 09, An Phú Đông, Quận 12, Thành phố Hồ Chí Minh, Vietnam",,+84 93 434 38 37,23,5.0,"['https://lh5.googleusercontent.com/p/AF1QipNjTCTDzV-Gx1fR8Mo1sjzJ9ISY8OWgBR9SdajB', 'https://lh5.googleusercontent.com/p/AF1QipOA80zL0E5myK0y_V8jAmZLI8MauGY-1BMXi_8D']"
117,Billiards Hoàng Đế,"202 Nguyễn Gia Trí, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",,,47,3.7,"['https://lh5.googleusercontent.com/p/AF1QipPoou7rhrpi9NsKosCEPe9MCacYnaruGf1QiTj4', 'https://lh5.googleusercontent.com/p/AF1QipO3fTIlEXuovCEBKvEdJAm-3gWbL3aConnZS2Xr']"
118,Billiards Mr Bean,"425 Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",,+84 93 262 46 24,32,4.3,"['https://lh5.googleusercontent.com/p/AF1QipNzClyETYO6d01x5bMnjDA68UuQ7ef42oZ2t1lf', 'https://lh5.googleusercontent.com/p/AF1QipPoou7rhrpi9NsKosCEPe9MCacYnaruGf1QiTj4']"
119,TOP Billiards Club,"4A Đ. Phan Văn Trị, Phường 14, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Vietnam",bidatop.com,+84 834 707 777,171,4.3,"['https://lh5.googleusercontent.com/p/AF1QipMugg43IjlH6X-IhHx4T3Bnty2ZeEDAvG_yOCXT', 'https://lh5.googleusercontent.com/p/AF1QipNzClyETYO6d01x5bMnjDA68UuQ7ef42oZ2t1lf']"
120,Clb Billiards Hoàng Đế,"202 Đ. D2, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",,,1,4.0,"['https://lh5.googleusercontent.com/p/AF1QipNXoB4n_4RxA9ahFYWgKMWtbN18qK7PwPrGS5tW', 'https://lh5.googleusercontent.com/p/AF1QipMugg43IjlH6X-IhHx4T3Bnty2ZeEDAvG_yOCXT']"
121,Billiards Paradise,"344-346 Điện Biên Phủ, P.17, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",business.site,+84 708 838 812,115,4.0,"['https://lh5.googleusercontent.com/p/AF1QipN3qrEUIQHxJJwwdgnIB_9SA0nEFoc9CH5jkkJX', 'https://lh5.googleusercontent.com/p/AF1QipNXoB4n_4RxA9ahFYWgKMWtbN18qK7PwPrGS5tW']"
122,Bida Anh Em,"145 Nguyễn Xí, Phường 26, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",,,49,4.1,"['https://lh5.googleusercontent.com/p/AF1QipPcZcMj3uOONzYmtU38MYBEwAXpEc8n3hB_XbOh', 'https://lh5.googleusercontent.com/p/AF1QipN3qrEUIQHxJJwwdgnIB_9SA0nEFoc9CH5jkkJX']"
123,Câu Lạc Bộ Bida Fd,"149 Bình Quới, Phường 27, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",,,1,5.0,"['https://lh5.googleusercontent.com/p/AF1QipPcZcMj3uOONzYmtU38MYBEwAXpEc8n3hB_XbOh', 'https://lh3.googleusercontent.com/a-/AD_cMMQgq8-GUOjwYVtLGkdK6J6_oE--eNzBJgRbhGZdEg']"
124,Bida Anh Minh,"255 Ung Văn Khiêm, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",,,1,5.0,"['https://lh3.googleusercontent.com/a-/AD_cMMQTWNglPnPmx5N6tqRC0QRpvVGsa0tyUKJGyY9F9w', 'https://lh5.googleusercontent.com/p/AF1QipPr93HQAiLLfwXeOXLATIH1HkpvoCR6EFJFZJVG']"
125,Hỏa Billiards Club - CLB Bida Hỏa,"46 Đ. Nguyễn Cửu Vân, Phường 17, Bình Thạnh, Thành phố Hồ Chí Minh 760000, Vietnam",facebook.com,+84 93 727 21 94,11,4.3,"['https://lh5.googleusercontent.com/p/AF1QipOkbH5TcthA9BcUERUmNYnKAO9NCkxACgC5yVaG', 'https://lh5.googleusercontent.com/p/AF1QipMQHzJhFefofWI0cJcSuyU7HkwF1Jr1f-xtrAoh']"
126,Billiards THỊNH PHÁT 2,"21 Trần Quý Cáp, Phường 11, Bình Thạnh, Thành phố Hồ Chí Minh 70000, Vietnam",billiardsthinhphat2.com,+84 93 750 98 96,22,5.0,"['https://lh5.googleusercontent.com/p/AF1QipM7HWVhBjv4rvoCv9ebeHCQAGHf_CjgPYVQmrf9', 'https://lh5.googleusercontent.com/p/AF1QipOkbH5TcthA9BcUERUmNYnKAO9NCkxACgC5yVaG']"
127,Câu Lạc Bộ Bida LYP - Âu Cơ Tân Bình,"622 Âu Cơ, Phường 10, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",,+84 839 393 030,151,4.7,"['https://lh5.googleusercontent.com/p/AF1QipMU6sqcwcm15VV1mWeW8A08EryJSlvTcl7we1O7', 'https://lh5.googleusercontent.com/p/AF1QipO9rkPOD4gDSmcz45PADkDOazxJ0pk8yAWw1i5A']"
128,CLB Bida 143,"9 Phạm Văn Hai, Phường 1, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,,69,4.0,"['https://lh5.googleusercontent.com/p/AF1QipO9rkPOD4gDSmcz45PADkDOazxJ0pk8yAWw1i5A', 'https://lh5.googleusercontent.com/p/AF1QipMU6sqcwcm15VV1mWeW8A08EryJSlvTcl7we1O7']"
129,Câu lạc bộ Bida The One,"280 Âu Cơ, Phường 9, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,+84 868 381 138,51,4.2,"['https://lh5.googleusercontent.com/p/AF1QipOh2aNkS4qnWh1wBOOiYIa3CQO3n2OKMpDqbybQ', 'https://lh5.googleusercontent.com/p/AF1QipO9rkPOD4gDSmcz45PADkDOazxJ0pk8yAWw1i5A']"
130,Billiard Club,"83 Thăng Long, Phường 4, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3842 0955,1,5.0,"['https://lh5.googleusercontent.com/p/AF1QipOh2aNkS4qnWh1wBOOiYIa3CQO3n2OKMpDqbybQ', 'https://lh5.googleusercontent.com/p/AF1QipMU6sqcwcm15VV1mWeW8A08EryJSlvTcl7we1O7']"
131,Clb Bida 61,"1 Đ. Phan Đình Giót, Phường 2, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,,3,4.3,"['https://lh5.googleusercontent.com/p/AF1QipMU6sqcwcm15VV1mWeW8A08EryJSlvTcl7we1O7', 'https://lh5.googleusercontent.com/p/AF1QipO9rkPOD4gDSmcz45PADkDOazxJ0pk8yAWw1i5A']"
132,Billiards Club Vành Đai,"171 Đường số 7, Bình Trị Đông B, Bình Tân, Thành phố Hồ Chí Minh, Vietnam",,,23,4.3,"['https://lh5.googleusercontent.com/p/AF1QipNq4MD5ARsE7CsaN1NGOwnbyVyQuFz2IVfNao4x', 'https://lh5.googleusercontent.com/p/AF1QipMU6sqcwcm15VV1mWeW8A08EryJSlvTcl7we1O7']"
133,Clb Billiards 61,"61 Bình Giã, Phường 13, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,,5,4.2,"['https://lh5.googleusercontent.com/p/AF1QipN35WpeA0in-xipCNsiMkuDfmh-o_myPQaD1GvF', 'https://lh5.googleusercontent.com/p/AF1QipNq4MD5ARsE7CsaN1NGOwnbyVyQuFz2IVfNao4x']"
134,TS BILLIARDS CLUB,"35 Đất Thánh, Phường 6, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,+84 707 250 000,12,4.6,"['https://lh5.googleusercontent.com/p/AF1QipMfpV4WYYYsfdHhESSPGodowV7bFbEndFNMtWBZ', 'https://lh5.googleusercontent.com/p/AF1QipN35WpeA0in-xipCNsiMkuDfmh-o_myPQaD1GvF']"
135,Câu Lạc Bộ Bida,"353 Nguyễn Trọng Tuyển, Phường 1, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipMfpV4WYYYsfdHhESSPGodowV7bFbEndFNMtWBZ', 'https://lh5.googleusercontent.com/p/AF1QipMU6sqcwcm15VV1mWeW8A08EryJSlvTcl7we1O7']"
136,Clb Bida Quen Quen,"662 Trường Chinh, Phường 15, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3812 5735,6,4.5,"['https://lh5.googleusercontent.com/p/AF1QipMU6sqcwcm15VV1mWeW8A08EryJSlvTcl7we1O7', 'https://lh5.googleusercontent.com/p/AF1QipO9rkPOD4gDSmcz45PADkDOazxJ0pk8yAWw1i5A']"
