,name,address,website,phone_number,reviews_count,reviews_average,images
187,Papas' Chicken,"S37-1 Hưng Vượng 2, Bùi Bằng Đoàn, Tân Phong, Quận 7, Thành phố Hồ Chí Minh, Vietnam",,+84 28 5410 0454,,,"['https://lh5.googleusercontent.com/p/AF1QipNHfas_ZKLOHjPEudGDqGfTECx2sT8n3HB2yXzM', 'https://lh5.googleusercontent.com/p/AF1QipPjqN9-d5PZkDl-GMbywR9pAF9iljbTgAdLiNYm']"
188,NHÀ HÀNG CỐI ĐÁ CN QUẬN 7,"40 Đường số 53, Tân Phong, Quận 7, Thành phố Hồ Chí Minh, Vietnam",nhahangcoida.vn,+84 784 808 688,38,4.8,"['https://lh5.googleusercontent.com/p/AF1QipOLVPECTc2HzYfcLqvh_6IXS88lLA6zBjv4uWuS', 'https://lh5.googleusercontent.com/p/AF1QipNHfas_ZKLOHjPEudGDqGfTECx2sT8n3HB2yXzM']"
189,Yeebo,"109 Tôn Dật Tiên, Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Vietnam",yeebo.com.vn,+84 28 5412 1313,,,"['https://lh5.googleusercontent.com/p/AF1QipPW6kohOEiPoMKVtn90w87YdlHlNDDArKExk_Aw', 'https://lh5.googleusercontent.com/p/AF1QipOLVPECTc2HzYfcLqvh_6IXS88lLA6zBjv4uWuS']"
190,Hàng Dương Sakura,"16 Số 77, Tân Phong, Quận 7, Thành phố Hồ Chí Minh 00000, Vietnam",hangduongquan.vn,+84 1800 9478,215,4.3,"['https://lh5.googleusercontent.com/p/AF1QipMGWgjVf8k1rTkK2S_04Qis3Y4g6VA_SgwG0_94', 'https://lh5.googleusercontent.com/p/AF1QipPW6kohOEiPoMKVtn90w87YdlHlNDDArKExk_Aw']"
191,NHÀ HÀNG VƯỜN ẨM THỰC VEN SÔNG,"6/1G Nguyễn Thị Thập, Bình Thuận, Quận 7, Thành phố Hồ Chí Minh, Vietnam",,+84 97 391 03 68,,,"['https://lh5.googleusercontent.com/p/AF1QipMVjPJCynDjr2Q9dmrI1HIh1kHvvxudN6BqSBXY', 'https://lh5.googleusercontent.com/p/AF1QipMGWgjVf8k1rTkK2S_04Qis3Y4g6VA_SgwG0_94']"
192,Nhà hàng Hoa Việt,"1 Đường số 6, Tân Phong, Quận 7, Thành phố Hồ Chí Minh, Vietnam",nhahanghoaviet.com,+84 28 5416 8282,194,4.3,"['https://lh5.googleusercontent.com/p/AF1QipMKMx4GXXBIKBqvdzTNje-2H3idig8tmwopYHrw', 'https://lh5.googleusercontent.com/p/AF1QipMVjPJCynDjr2Q9dmrI1HIh1kHvvxudN6BqSBXY']"
193,Xua&Nay Restaurant,"178 Đ. Lâm Văn Bền, Tân Quy, Quận 7, Thành phố Hồ Chí Minh 70000, Vietnam",,+84 767 698 178,76,4.2,"['https://lh5.googleusercontent.com/p/AF1QipMOR_MPTv9cWU44gAUFiuzMrhnO2N0qShSA5BbG', 'https://lh5.googleusercontent.com/p/AF1QipMKMx4GXXBIKBqvdzTNje-2H3idig8tmwopYHrw']"
194,Shang Garden Restaurant,"23 Nguyễn Khắc Viện, Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Vietnam",shanggarden.vn,+84 28 5411 1104,,,"['https://lh5.googleusercontent.com/p/AF1QipOLpSiGrp1u8_ubHYqVvxgNdmxVAuDrl2Q1ji9O', 'https://lh5.googleusercontent.com/p/AF1QipMOR_MPTv9cWU44gAUFiuzMrhnO2N0qShSA5BbG']"
195,MOO BEEF STEAK 87 CAO TRIỀU PHÁT,"87 Cao Triều Phát, Tân Phong, Quận 7, Thành phố Hồ Chí Minh 700000, Vietnam",,+84 28 5410 7803,449,4.5,"['https://lh5.googleusercontent.com/p/AF1QipM8gJcdbH77-8L0zlWI2sWr9zg83Q9dJiwaH0zz', 'https://lh5.googleusercontent.com/p/AF1QipOLpSiGrp1u8_ubHYqVvxgNdmxVAuDrl2Q1ji9O']"
196,Mr. BBQ,"137 Tôn Dật Tiên, Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Vietnam",business.site,+84 28 5410 7575,144,4.1,"['https://lh5.googleusercontent.com/p/AF1QipOK--XCPa-gz6bkuWRvEFybuvSJmG5wWyzcDrVu', 'https://lh5.googleusercontent.com/p/AF1QipM8gJcdbH77-8L0zlWI2sWr9zg83Q9dJiwaH0zz']"
197,Korean BBQ Restaurant LEE CHO,"48 Khu Phố Hưng Phước 2, Tân Phong, Quận 7, Thành phố Hồ Chí Minh, Vietnam",foody.vn,+84 28 5410 1086,326,4.1,"['https://lh5.googleusercontent.com/p/AF1QipMA0QQrSVfzD5OcSEw5Q-hlW7GRJaxBCRkpJ5_p', 'https://lh5.googleusercontent.com/p/AF1QipOK--XCPa-gz6bkuWRvEFybuvSJmG5wWyzcDrVu']"
198,El Gaucho | Phu My Hung,"103 Tôn Dật Tiên, Phú Mỹ, Quận 7, Thành phố Hồ Chí Minh 700000, Vietnam",vn.elgaucho.asia,+84 28 5413 6909,,,"['https://lh5.googleusercontent.com/p/AF1QipMxdO7uK6RFlhP2E44ZlAt-mJEV21QZbUHp8ZtT', 'https://lh5.googleusercontent.com/p/AF1QipMA0QQrSVfzD5OcSEw5Q-hlW7GRJaxBCRkpJ5_p']"
199,Hương Bắc xưa,"Southern Cross, 8 Nguyễn Khắc Viện, Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Vietnam",,+84 93 399 14 91,75,4.3,"['https://lh5.googleusercontent.com/p/AF1QipOeVFwPhkA1HTF5NoMA4I8pMWF9PPe9iEsadONH', 'https://lh5.googleusercontent.com/p/AF1QipMxdO7uK6RFlhP2E44ZlAt-mJEV21QZbUHp8ZtT']"
200,Hoang Yen Vietnamese Cuisine,"Hồ Bán Nguyệt PMH, 103 Tôn Dật Tiên, Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Vietnam",hoangyencuisine.com,+84 28 2210 2304,,,"['https://lh5.googleusercontent.com/p/AF1QipO9K6kEcZbHIu1usyz2TI9N6Q1QaDdMXskt8s8e', 'https://lh5.googleusercontent.com/p/AF1QipOeVFwPhkA1HTF5NoMA4I8pMWF9PPe9iEsadONH']"
201,Chỗ Cũ Food & Beer Quận 7,"517 Trần Xuân Soạn, Tân Kiểng, Quận 7, Thành phố Hồ Chí Minh, Vietnam",chocufab.vn,+84 388 883 363,18,4.9,"['https://lh5.googleusercontent.com/p/AF1QipNvP1wjMXelZIuO_5t3LnjotYVGcwjXSKOrnpMk', 'https://lh5.googleusercontent.com/p/AF1QipO9K6kEcZbHIu1usyz2TI9N6Q1QaDdMXskt8s8e']"
202,Nhà hàng hải sản Hương Lúa 8,"2 Đ. Nguyễn Hữu Thọ, Tân Hưng, Quận 7, Thành phố Hồ Chí Minh 70000, Vietnam",nhahanghuonglua.com,+84 28 6276 8608,426,4.0,"['https://lh5.googleusercontent.com/p/AF1QipO3M1yCm_lXr0JPQ66eQeLqMSGybTf5VMDAlssf', 'https://lh5.googleusercontent.com/p/AF1QipNvP1wjMXelZIuO_5t3LnjotYVGcwjXSKOrnpMk']"
203,Hải Yến Garden,"18 Đường 15B, Khu phố 1, Quận 7, Thành phố Hồ Chí Minh, Vietnam",quananhaiyen.com,+84 888 283 738,187,4.0,"['https://lh5.googleusercontent.com/p/AF1QipMz0m2OP6xjS6gHELewgv2zNbTQau45Ih5qv029', 'https://lh5.googleusercontent.com/p/AF1QipO3M1yCm_lXr0JPQ66eQeLqMSGybTf5VMDAlssf']"
204,Ẩm thực sân vườn Sông Thương,"62 Số 77, Phường Tân Quy, Quận 7, 62 Đ. Số 77, Tân Quy, Quận 7, Thành phố Hồ Chí Minh, Vietnam",,+84 28 2213 1830,,,"['https://lh5.googleusercontent.com/p/AF1QipNgBSw02cMwu39CwgYBNNrttu_yEPuztltLS8Cj', 'https://lh5.googleusercontent.com/p/AF1QipMz0m2OP6xjS6gHELewgv2zNbTQau45Ih5qv029']"
205,Mars Venus Restaurant - Garden in Island,"88 Nguyễn Đức Cảnh, Tân Phong, Quận 7, Thành phố Hồ Chí Minh 700000, Vietnam",marsvenus.vn,+84 1900 277270,806,4.9,"['https://lh5.googleusercontent.com/p/AF1QipMvJiRmOjkMijiZ9q0D-6oTtT8_nTwrb1R66kMq', 'https://lh5.googleusercontent.com/p/AF1QipNgBSw02cMwu39CwgYBNNrttu_yEPuztltLS8Cj']"
206,Nathalie's Thai Restaurant,"23 Bùi Bằng Đoàn, Tân Phong, Quận 7, Thành phố Hồ Chí Minh, Vietnam",nathalie.com.vn,+84 28 5410 0822,,,"['https://lh5.googleusercontent.com/p/AF1QipOLjROaLVZxVSJ_N7esNgxxHHK4TV3t6ppvq5Fi', 'https://lh5.googleusercontent.com/p/AF1QipMvJiRmOjkMijiZ9q0D-6oTtT8_nTwrb1R66kMq']"
207,Buzza BBQ,"51-53 Nguyễn Thị Thập, Tân Hưng, Quận 7, Thành phố Hồ Chí Minh 700000, Vietnam",,+84 703 939 020,760,4.1,"['https://lh5.googleusercontent.com/p/AF1QipPAOT7SxBAkxNdSaqY8iYfVjbzmPMtEXjUPMJa9', 'https://lh5.googleusercontent.com/p/AF1QipOLjROaLVZxVSJ_N7esNgxxHHK4TV3t6ppvq5Fi']"
208,"Bò tơ Nhân Phát - 451 Nguyễn Thị Thập, P. Tân Phong, Quận 7","451 Nguyễn Thị Thập, Tân Phong, Quận 7, Thành phố Hồ Chí Minh 756600, Vietnam",botonhanphat.vn,+84 888 350 325,243,4.3,"['https://lh5.googleusercontent.com/p/AF1QipOoolvXNE9xOrhn5gGu4S3_KTS78_1eTFohBxWG', 'https://lh5.googleusercontent.com/p/AF1QipPAOT7SxBAkxNdSaqY8iYfVjbzmPMtEXjUPMJa9']"
209,Cơm văn phòng Quận 7,"51 đường Phạm Thái Bường, Tân Phong, Quận 7, Thành phố Hồ Chí Minh 70000, Vietnam",comvanphong.net,+84 94 692 26 22,29,4.7,"['https://lh5.googleusercontent.com/p/AF1QipPDHyEC9dc2xqTMTZf9afPQrG_TlDK92fr5pzpo', 'https://lh5.googleusercontent.com/p/AF1QipOoolvXNE9xOrhn5gGu4S3_KTS78_1eTFohBxWG']"
210,"Búp Sky Lounge & Restaurant | Nhà Hàng Rooftop Quận 1, Tp.HCM","65-67-69 Đ. Nguyễn Thái Bình, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam",theodyshotel.com,+84 765 599 859,292,4.8,"['https://lh5.googleusercontent.com/p/AF1QipNxq2f06grYEj73ZgIPmVy7Xt044vT96Jq0uK36', 'https://lh5.googleusercontent.com/p/AF1QipNvxY2PzWbUyd_Kz1WpQg6o-AtcWPV9ksvmK-i-']"
211,Côn Sơn Restaurant & Lounge,"80-84 Trần Quốc Thảo, Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam",business.google.com,+84 90 638 85 98,108,4.3,"['https://lh5.googleusercontent.com/p/AF1QipNxq2f06grYEj73ZgIPmVy7Xt044vT96Jq0uK36', 'https://lh5.googleusercontent.com/p/AF1QipNvxY2PzWbUyd_Kz1WpQg6o-AtcWPV9ksvmK-i-']"
212,Nhà Hàng Hương Huyền Xả Gió,"8H Đ. Bùi Minh Trực, Phường 5, Quận 8, Thành phố Hồ Chí Minh, Vietnam",huonghuyen.vn,+84 28 3850 4848,324,4.2,"['https://lh5.googleusercontent.com/p/AF1QipN06KBNJZkzDfutDlxBaEd0kl6w622DEnz3XEEi', 'https://lh5.googleusercontent.com/p/AF1QipNxq2f06grYEj73ZgIPmVy7Xt044vT96Jq0uK36']"
213,Bếp Nhà - Quán ăn gia đình,"160 Đường Phạm Hùng, Phường 5, Quận 8, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 90 685 05 75,,,"['https://lh5.googleusercontent.com/p/AF1QipPmkldr4II5-dCTYjxyK7jTxVothwwQthu2-Nr5', 'https://lh5.googleusercontent.com/p/AF1QipN06KBNJZkzDfutDlxBaEd0kl6w622DEnz3XEEi']"
214,Nhon Hoa 1 Restaurant,"1097 Phạm Thế Hiển, Phường 5, Quận 8, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3856 8838,425,4.0,"['https://lh5.googleusercontent.com/p/AF1QipMkccAe731kl2C74BuaBxE_GcIeDgLpmCK0MGUR', 'https://lh5.googleusercontent.com/p/AF1QipPmkldr4II5-dCTYjxyK7jTxVothwwQthu2-Nr5']"
215,Biển Quán | nhà hàng Biển | nhà hàng quận 8,"3533 Phạm Thế Hiển, Phường 7, Quận 8, Thành phố Hồ Chí Minh, Vietnam",,+84 96 856 56 56,54,4.4,"['https://lh5.googleusercontent.com/p/AF1QipOWviowWFkjyF-yCcvtsmoH69L8PPKJkG_Rw_Ir', 'https://lh5.googleusercontent.com/p/AF1QipMkccAe731kl2C74BuaBxE_GcIeDgLpmCK0MGUR']"
216,Nhà Hàng Bình xuên,"930 Đ. Tạ Quang Bửu, Phường 5, Quận 8, Thành phố Hồ Chí Minh, Vietnam",,,14,4.1,"['https://lh5.googleusercontent.com/p/AF1QipOWviowWFkjyF-yCcvtsmoH69L8PPKJkG_Rw_Ir', 'https://lh5.googleusercontent.com/p/AF1QipNxq2f06grYEj73ZgIPmVy7Xt044vT96Jq0uK36']"
217,Nhà Hàng Domino'S Pizza Quận 8,"222 D. Bá Trạc, Phường 2, Quận 8, Thành phố Hồ Chí Minh 700000, Vietnam",,,1,5.0,"['https://lh5.googleusercontent.com/p/AF1QipOEaXyM6_XSAFvcC9QuXV3ch4Yq60jpaHH69uxi', 'https://lh5.googleusercontent.com/p/AF1QipNxq2f06grYEj73ZgIPmVy7Xt044vT96Jq0uK36']"
218,Nhà Hàng B79,"171 Tùng Thiện Vương, Phường 11, Quận 8, Thành phố Hồ Chí Minh, Vietnam",nhahangb79.com,+84 98 103 05 07,49,4.1,"['https://lh5.googleusercontent.com/p/AF1QipOz3KKE6td3gp8hViTj4HQdT1qWSRGJ_PUwLKYo', 'https://lh5.googleusercontent.com/p/AF1QipOEaXyM6_XSAFvcC9QuXV3ch4Yq60jpaHH69uxi']"
219,Quán 1...2...3...DZÔ | Quán nhậu ngon quận 8,"19 Đ. Cao Lỗ, Phường 4, Quận 8, Thành phố Hồ Chí Minh 73018, Vietnam",,+84 94 501 06 50,7,5.0,"['https://lh5.googleusercontent.com/p/AF1QipNXY0kK5EvmXuZ4MtjGj_Bxb6tTnxMNRQu5i5aZ', 'https://lh5.googleusercontent.com/p/AF1QipOz3KKE6td3gp8hViTj4HQdT1qWSRGJ_PUwLKYo']"
220,Tan Dong Hai Restaurant,"810 Đ. Tạ Quang Bửu, Phường 5, Quận 8, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3850 8356,,,"['https://lh5.googleusercontent.com/p/AF1QipONkxD34uYDsTT5kv1DnFn9KbxdLDQUP5263owf', 'https://lh5.googleusercontent.com/p/AF1QipNXY0kK5EvmXuZ4MtjGj_Bxb6tTnxMNRQu5i5aZ']"
221,Nhà hàng Hương Tràm,"192 Đường Phạm Đức Sơn, Phường 16, Quận 8, Thành phố Hồ Chí Minh, Vietnam",quananhuongtram.business.site,+84 90 476 63 18,,,"['https://lh5.googleusercontent.com/p/AF1QipPsLsYzGWDIi1Rob5stHtY1W6K20EvKinye2RWe', 'https://lh5.googleusercontent.com/p/AF1QipONkxD34uYDsTT5kv1DnFn9KbxdLDQUP5263owf']"
222,Hải Sơn Quán,"216 Đ. Cao Lỗ, Phường 4, Quận 8, Thành phố Hồ Chí Minh 700000, Vietnam",facebook.com,+84 879 944 444,12,4.5,"['https://lh5.googleusercontent.com/p/AF1QipNNeLUa_Gh6qRj8ZOZ-1iY2o03bz3UK6OuofzGv', 'https://lh5.googleusercontent.com/p/AF1QipPsLsYzGWDIi1Rob5stHtY1W6K20EvKinye2RWe']"
223,Hải Sản Việt Cá,"66 Đường Dương Bạch Mai, Phường 5, Quận 8, Thành phố Hồ Chí Minh, Vietnam",vietca.cukcuk.vn,+84 90 448 87 72,107,4.3,"['https://lh5.googleusercontent.com/p/AF1QipOTgtKFP09GEtWgCwWHD6mjEbR32WT205_zOg-E', 'https://lh5.googleusercontent.com/p/AF1QipNNeLUa_Gh6qRj8ZOZ-1iY2o03bz3UK6OuofzGv']"
224,Hải Sản Ông Tiến | Quán Ông Tiến | Hải Sản Ngon Quận 8,"897A Đ. Tạ Quang Bửu, Phường 5, Quận 8, Thành phố Hồ Chí Minh 700000, Vietnam",haisanongtien.com,+84 352 427 003,13,4.8,"['https://lh5.googleusercontent.com/p/AF1QipOEs6p7xxNIl5DL2wyFMv3hM2R-JgtTlXektiIm', 'https://lh5.googleusercontent.com/p/AF1QipOTgtKFP09GEtWgCwWHD6mjEbR32WT205_zOg-E']"
225,Ẩm Thực 77,"629 Đ. Tạ Quang Bửu, Phường 4, Quận 8, Thành phố Hồ Chí Minh 700000, Vietnam",,+84 98 177 11 17,11,4.5,"['https://lh5.googleusercontent.com/p/AF1QipNj2ggXNmhWoGW-N20n85hTMbiTxy-65NbTVyUD', 'https://lh5.googleusercontent.com/p/AF1QipOEs6p7xxNIl5DL2wyFMv3hM2R-JgtTlXektiIm']"
226,Quán Ốc Mười,"130 Liên Tỉnh 5, Phường 6, Quận 8, Thành phố Hồ Chí Minh 70000, Vietnam",facebook.com,+84 90 388 97 71,69,4.3,"['https://lh5.googleusercontent.com/p/AF1QipNaxbNsBW4HDI5A7ObPngrHmwBgeSFi9Lkv8tK_', 'https://lh5.googleusercontent.com/p/AF1QipNj2ggXNmhWoGW-N20n85hTMbiTxy-65NbTVyUD']"
227,Quán Nhà Tôi,"162 Đ. Cao Lỗ, Phường 4, Quận 8, Thành phố Hồ Chí Minh, Vietnam",,,3,4.0,"['https://lh5.googleusercontent.com/p/AF1QipNdrZbk2672n6cimaU-WPNMJ0UwU3ebPhSurvfC', 'https://lh5.googleusercontent.com/p/AF1QipNaxbNsBW4HDI5A7ObPngrHmwBgeSFi9Lkv8tK_']"
228,Quán Ăn 147,"147 Mễ Cốc, Phường 15, Quận 8, Thành phố Hồ Chí Minh, Vietnam",,+84 97 833 71 79,12,4.2,"['https://lh5.googleusercontent.com/p/AF1QipMQ8BVNjI7y5m0YuXjcSY6dlzRxCuRRYO0rWz-z', 'https://lh5.googleusercontent.com/p/AF1QipNdrZbk2672n6cimaU-WPNMJ0UwU3ebPhSurvfC']"
229,Nhà Hàng Sân Vuờn Nhơn Hoà 2,"59 Trương Đình Hội, Phường 16, Quận 8, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3876 7256,56,4.4,"['https://lh5.googleusercontent.com/p/AF1QipOmBI78uP6uzNM9oxVgEYJRk2hA07zL6o5T4MX1', 'https://lh5.googleusercontent.com/p/AF1QipMQ8BVNjI7y5m0YuXjcSY6dlzRxCuRRYO0rWz-z']"
230,Quán Mi Vịt Tiềm Sanh Ký,"102 Nguyễn Chế Nghĩa, Phường 12, Quận 8, Thành phố Hồ Chí Minh, Vietnam",,+84 90 371 78 60,100,4.3,"['https://lh5.googleusercontent.com/p/AF1QipM1kH4-ie-Tkg1w06AlZ8AXGiTaQfwKEkYYgLYR', 'https://lh5.googleusercontent.com/p/AF1QipOmBI78uP6uzNM9oxVgEYJRk2hA07zL6o5T4MX1']"
231,Quán Cơm 48,"48 Đ. An D. Vương, Phường 16, Quận 8, Thành phố Hồ Chí Minh, Vietnam",,+84 93 391 51 99,,,"['https://lh5.googleusercontent.com/p/AF1QipOFf_M_Abc46pOeXLLRxnqBQbtnZARGEOsNpuDd', 'https://lh5.googleusercontent.com/p/AF1QipM1kH4-ie-Tkg1w06AlZ8AXGiTaQfwKEkYYgLYR']"
232,NHÀ HÀNG CHAY THƯ BÚT VEGAN | Quán Chay Quanh Đây | Quán Chay Quận 8 | Nhà Hàng Chay Quanh Đây | Nhà Hàng Chay Quanh Quận 8,"933 Đ. Tạ Quang Bửu, Phường 5, Quận 8, Thành phố Hồ Chí Minh 70000, Vietnam",chaythubut.com,+84 348 888 541,94,4.9,"['https://lh5.googleusercontent.com/p/AF1QipPFfTN97vsUs99A-MeUFt8pmfnmWHi7nQ3Gg7_n', 'https://lh5.googleusercontent.com/p/AF1QipOFf_M_Abc46pOeXLLRxnqBQbtnZARGEOsNpuDd']"
233,Điểm Hẹn Quán | Quán nhậu bình dân,"795 Đ. Tạ Quang Bửu, Phường 5, Quận 8, Thành phố Hồ Chí Minh, Vietnam",,+84 377 507 307,10,4.6,"['https://lh5.googleusercontent.com/p/AF1QipMTYJfhbuDscqBlzloaaq9LO-R-vV8fygw7eoQ6', 'https://lh5.googleusercontent.com/p/AF1QipPFfTN97vsUs99A-MeUFt8pmfnmWHi7nQ3Gg7_n']"
234,MÌ CAY ITADA | MÌ CAY NGON QUẬN 8 | MÌ CAY NGON,"932B Đ. Tạ Quang Bửu, Phường 5, Quận 8, Thành phố Hồ Chí Minh, Vietnam",micayitada.com,+84 96 530 03 21,18,4.6,"['https://lh5.googleusercontent.com/p/AF1QipORlAQuTralwrkXaeXjRcKJ1OnIoNhEiySqM5DL', 'https://lh5.googleusercontent.com/p/AF1QipMTYJfhbuDscqBlzloaaq9LO-R-vV8fygw7eoQ6']"
235,Bún bò huế Nhà Tôi,"5 Đ. Âu Đ. Lân, street, Quận 8, Thành phố Hồ Chí Minh, Vietnam",,+84 93 204 05 02,2,5.0,"['https://lh5.googleusercontent.com/p/AF1QipMFwhJlsrVx9i5Y16ksyzRpqSOT9itK9dKsjERY', 'https://lh5.googleusercontent.com/p/AF1QipORlAQuTralwrkXaeXjRcKJ1OnIoNhEiySqM5DL']"
236,Nhà hàng Hương Tràm,"192 Đường Phạm Đức Sơn, Phường 16, Quận 8, Thành phố Hồ Chí Minh 73000, Vietnam",facebook.com,+84 93 828 73 52,,,"['https://lh5.googleusercontent.com/p/AF1QipMFwhJlsrVx9i5Y16ksyzRpqSOT9itK9dKsjERY', 'https://lh5.googleusercontent.com/p/AF1QipNxq2f06grYEj73ZgIPmVy7Xt044vT96Jq0uK36']"
237,Nhà Hàng Việt Bình Điền,"chợ Bình điền, Phường 7, Quận 8, Thành phố Hồ Chí Minh 70000, Vietnam",,+84 28 3620 6470,2,2.5,"['https://lh5.googleusercontent.com/p/AF1QipNpxrDa1f5wx-nFsvacBioAy6wFqt5qpx3tZ2Gj', 'https://lh5.googleusercontent.com/p/AF1QipNxq2f06grYEj73ZgIPmVy7Xt044vT96Jq0uK36']"
238,QUÁN ĂN TÂM KÝ QUẬN 8,"196 Đ. An D. Vương, Phường 16, Quận 8, Thành phố Hồ Chí Minh, Vietnam",,,10,4.2,"['https://lh5.googleusercontent.com/p/AF1QipM2i5ZeysoYHrr1YDe_MAsNAPtDQRQbl65dUPSx', 'https://lh5.googleusercontent.com/p/AF1QipNpxrDa1f5wx-nFsvacBioAy6wFqt5qpx3tZ2Gj']"
239,Quán ăn Hưng Ký,"140B Hẻm Số 5 Mễ Cốc, Phường 15, Quận 8, Thành phố Hồ Chí Minh, Vietnam",,+84 90 993 83 51,2,4.5,"['https://lh5.googleusercontent.com/p/AF1QipOyo_0tErOluxW8fGvOWWBYyd9wHkTjKHj3n1JE', 'https://lh5.googleusercontent.com/p/AF1QipM2i5ZeysoYHrr1YDe_MAsNAPtDQRQbl65dUPSx']"
240,Han Story - Nhà hàng Hàn Quốc,"270 Đ. Hoàng Diệu 2, Phường Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh 700000, Vietnam",hanstory.cukcuk.vn,+84 339 588 270,29,4.2,"['https://lh5.googleusercontent.com/p/AF1QipNeN-LEExLjlTInJP1eowpPOlQGB4GEJBaRU1c0', 'https://lh5.googleusercontent.com/p/AF1QipO0d1Kn4tHfuDD96-UNkmEW7E-q6bJlQkpYJt9a']"
241,Nhà hàng Hoa viên Sơn Thuỷ,"16 Đường Số 1, Khu Phố Giãn Dân, Quận 9, Thành phố Hồ Chí Minh, Vietnam",,+84 93 141 41 79,,,"['https://lh5.googleusercontent.com/p/AF1QipO0d1Kn4tHfuDD96-UNkmEW7E-q6bJlQkpYJt9a', 'https://lh5.googleusercontent.com/p/AF1QipNeN-LEExLjlTInJP1eowpPOlQGB4GEJBaRU1c0']"
242,Nhà hàng Hoa viên Ao Đôi,"1 Đình Phong Phú, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Vietnam",,+84 28 6286 7996,,,"['https://lh5.googleusercontent.com/p/AF1QipPBLDzEs5j6rZuqRrBRgiF7haOD6rfpTjihYrd1', 'https://lh5.googleusercontent.com/p/AF1QipO0d1Kn4tHfuDD96-UNkmEW7E-q6bJlQkpYJt9a']"
243,Quán Lúa,"19A, đường 182 Lã Xuân Oai Tăng Nhơn, Phú A, Quận 9, Thành phố Hồ Chí Minh 70000, Vietnam",quanlua.com,+84 90 266 21 66,,,"['https://lh5.googleusercontent.com/p/AF1QipMbIj4UV-gB3xAOkgR1X1kHdAFpwl1yKdN_Ot1v', 'https://lh5.googleusercontent.com/p/AF1QipPBLDzEs5j6rZuqRrBRgiF7haOD6rfpTjihYrd1']"
244,Nhà hàng Hương Dừa,"408/8 Nguyễn Xiển, Long Thạnh Mỹ, Quận 9, Thành phố Hồ Chí Minh, Vietnam",,+84 522 117 777,134,4.4,"['https://lh5.googleusercontent.com/p/AF1QipP-RwD6mEgqXMexvyefFN80eLdQWahwLazoX6F1', 'https://lh5.googleusercontent.com/p/AF1QipMbIj4UV-gB3xAOkgR1X1kHdAFpwl1yKdN_Ot1v']"
245,VƯỜN ẨM THỰC 28,"28 Ích Thạnh, Trường Thạnh, Quận 9, Thành phố Hồ Chí Minh, Vietnam",foody.vn,,25,4.1,"['https://lh5.googleusercontent.com/p/AF1QipNWSc8pJCx_8DznDwjNIO1v4y05K_89Gq48WhWa', 'https://lh5.googleusercontent.com/p/AF1QipP-RwD6mEgqXMexvyefFN80eLdQWahwLazoX6F1']"
246,Nhà hàng món ngon tại quận 9,"RQMP+J83, Tăng Nhơn Phú B, Quận 9, Thành phố Hồ Chí Minh, Vietnam",,,1,2.0,"['https://lh5.googleusercontent.com/p/AF1QipONCSkU7ud_sEIfrwyQE2DfBiByFEnDTR47sGlu', 'https://lh5.googleusercontent.com/p/AF1QipNWSc8pJCx_8DznDwjNIO1v4y05K_89Gq48WhWa']"
247,GoGi House,"Lầu 4 TTTM Vincom Palaza, 50 Lê Văn Việt, Hiệp Phú, Quận 9, Thành phố Hồ Chí Minh 70000, Vietnam",gogi.com.vn,+84 28 7300 2082,,,"['https://lh5.googleusercontent.com/p/AF1QipOeM9ZasqTNUulfVAXaJ9J8eMam6S08Wyo_SrpB', 'https://lh5.googleusercontent.com/p/AF1QipONCSkU7ud_sEIfrwyQE2DfBiByFEnDTR47sGlu']"
248,Quán Heo Mẹt HẢI SƠN,"228a Đ. Man Thiện, Phường Tân Phú, Quận 9, Thành phố Hồ Chí Minh, Vietnam",foody.vn,+84 90 971 01 01,,,"['https://lh5.googleusercontent.com/p/AF1QipMSwqEN-m2_b7NGKICtpc-PwTV69IkyEAfAixTd', 'https://lh5.googleusercontent.com/p/AF1QipOeM9ZasqTNUulfVAXaJ9J8eMam6S08Wyo_SrpB']"
249,Nhà Hàng Cơm Niêu Đệ Nhất,"695 Đỗ Xuân Hợp, Bình Trưng Đông, Quận 9, Thành phố Hồ Chí Minh, Vietnam",,+84 703 149 911,,,"['https://lh5.googleusercontent.com/p/AF1QipNDqDlNSoTkJtXhdH8uk6zs9_zRTwhzz1fCFb1i', 'https://lh5.googleusercontent.com/p/AF1QipMSwqEN-m2_b7NGKICtpc-PwTV69IkyEAfAixTd']"
