,name,address,website,phone_number,reviews_count,reviews_average,images
252,TÊ CÀ PHÊ | CÀ PHÊ NGON QUẬN 6 | COFFEE NGON QUẬN 6 | CÀ PHÊ NGON KINH DƯƠNG VƯƠNG |,"97/2/13, Đ. Kinh Dương Vương, Phường 12, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,+84 90 853 57 57,30,5.0,"['https://lh5.googleusercontent.com/p/AF1QipNolW9TRc2TxGMwfdjnW57Jvnkd_FvRcyhYCenR', 'https://lh5.googleusercontent.com/p/AF1QipMKTsrf_QEmyVw31YcSRyRRfRxR-NHvP1OObSsA']"
253,IMMANU COFFEE AND DRINKS,"19 Đường số 24, Bình Phú, Quận 6, Thành phố Hồ Chí Minh 700000, Vietnam",facebook.com,+84 93 416 52 17,29,4.9,"['https://lh5.googleusercontent.com/p/AF1QipPI6QZd1RGp6LMZuyvtuK8nIgLPVpdGu3exY5Pb', 'https://lh5.googleusercontent.com/p/AF1QipNolW9TRc2TxGMwfdjnW57Jvnkd_FvRcyhYCenR']"
254,PAPA COFFEE,"80 Đường số 10, Phường 13, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,+84 90 689 33 27,16,4.8,"['https://lh5.googleusercontent.com/p/AF1QipNKzaXOouO_J_DEE3iFQPFN0G8Z6lVevlFMdykx', 'https://lh5.googleusercontent.com/p/AF1QipPI6QZd1RGp6LMZuyvtuK8nIgLPVpdGu3exY5Pb']"
255,TNK COFFEE,"51 53 đường số, 11 Đ. Số 7, Phú Lâm, Quận 6, Thành phố Hồ Chí Minh, Vietnam",foody.vn,+84 98 632 63 28,,,"['https://lh5.googleusercontent.com/p/AF1QipNRHfBHvoAWcvSy2jD--iTwT3y4KZDPONhfvPJ3', 'https://lh5.googleusercontent.com/p/AF1QipNKzaXOouO_J_DEE3iFQPFN0G8Z6lVevlFMdykx']"
256,New Moon coffee,"Sl7 Cư xá Phú Lâm A, Phường 12, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,+84 93 423 11 77,32,4.6,"['https://lh5.googleusercontent.com/p/AF1QipMS8XyIbactdWd3qzTb4qkz1TjvVAV_peZ1XNmw', 'https://lh5.googleusercontent.com/p/AF1QipNRHfBHvoAWcvSy2jD--iTwT3y4KZDPONhfvPJ3']"
257,NOVA coffee,"178 Đ. Hậu Giang, Phường 6, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,,28,4.3,"['https://lh5.googleusercontent.com/p/AF1QipMsmHER8Vr9KpJ12_VKFN4vs9A8EX6y5TXL68g6', 'https://lh5.googleusercontent.com/p/AF1QipMS8XyIbactdWd3qzTb4qkz1TjvVAV_peZ1XNmw']"
258,The Coffee House - Binh Phu,"113-115 Bình Phú, Phường 11, Quận 6, Thành phố Hồ Chí Minh 700000, Vietnam",thecoffeehouse.com,+84 28 7108 7088,,,"['https://lh5.googleusercontent.com/p/AF1QipNY11wQCCqxRUMpkhgX3RVSQXFWFd3ayF_Q3ymA', 'https://lh5.googleusercontent.com/p/AF1QipMsmHER8Vr9KpJ12_VKFN4vs9A8EX6y5TXL68g6']"
259,Nova Coffee Trần Văn Kiểu,"222 Đường Trần Văn Kiểu, Phường 10, Quận 6, Thành phố Hồ Chí Minh 700000, Vietnam",,+84 93 944 56 56,,,"['https://lh5.googleusercontent.com/p/AF1QipP5JvcpR8A-d9arTPozrSx8wteFGd293OOpll26', 'https://lh5.googleusercontent.com/p/AF1QipNY11wQCCqxRUMpkhgX3RVSQXFWFd3ayF_Q3ymA']"
260,GON COFFEE,"240/35G Đ. Nguyễn Văn Luông, Phường 11, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,+84 98 916 99 98,32,4.7,"['https://lh5.googleusercontent.com/p/AF1QipObe_GU8a2GgHsHO2fSuCecuZri98cXZwkr46Sb', 'https://lh5.googleusercontent.com/p/AF1QipP5JvcpR8A-d9arTPozrSx8wteFGd293OOpll26']"
261,Dáng Xưa Cafe,"362B Đ. An D. Vương, Phường 13, Quận 6, Thành phố Hồ Chí Minh, Vietnam",foody.vn,+84 822 131 762,12,4.0,"['https://lh5.googleusercontent.com/p/AF1QipPMxhyIAyhtliVwhiQ4Ld3fbqXlmeXEk47ZhnGA', 'https://lh5.googleusercontent.com/p/AF1QipObe_GU8a2GgHsHO2fSuCecuZri98cXZwkr46Sb']"
262,Cafe Mori,"120 Đường số 10, Phường 13, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,+84 92 809 47 14,,,"['https://lh5.googleusercontent.com/p/AF1QipNHpXDUGy2sNsqwIA43K8H8I7HUmaB_wiXnMqcR', 'https://lh5.googleusercontent.com/p/AF1QipPMxhyIAyhtliVwhiQ4Ld3fbqXlmeXEk47ZhnGA']"
263,Highlands Coffee,"61-63-65 Bình Phú, Phường 10, Quận 6, Thành phố Hồ Chí Minh, Vietnam",highlandscoffee.com.vn,+84 28 3620 9276,,,"['https://lh5.googleusercontent.com/p/AF1QipPCMoN_VD2JzhgRqrk357ecuITiyPeC7M27YyHE', 'https://lh5.googleusercontent.com/p/AF1QipNHpXDUGy2sNsqwIA43K8H8I7HUmaB_wiXnMqcR']"
264,Highlands Coffee,"240 Đ. Nguyễn Văn Luông, Phường 11, Quận 6, Thành phố Hồ Chí Minh, Vietnam",highlandscoffee.com.vn,+84 28 7109 6676,,,"['https://lh5.googleusercontent.com/p/AF1QipNql3QgyoJx640J1Bwd9zS7tqkyKF2JfWC1RcxN', 'https://lh5.googleusercontent.com/p/AF1QipPCMoN_VD2JzhgRqrk357ecuITiyPeC7M27YyHE']"
265,Street Corner Cafe,"105 Đ. Phạm Văn Chí, Phường 4, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,+84 90 773 76 95,29,4.1,"['https://lh5.googleusercontent.com/p/AF1QipP--RQtHOf4kSF3Wcw5BtxR_hfHzwST-Fum0Nm2', 'https://lh5.googleusercontent.com/p/AF1QipNql3QgyoJx640J1Bwd9zS7tqkyKF2JfWC1RcxN']"
266,Café Bùi Văn,"209 Bình Phú, Phường 11, Quận 6, Thành phố Hồ Chí Minh 73116, Vietnam",cafebuivan.com.vn,,,,"['https://lh5.googleusercontent.com/p/AF1QipOyduxfwD1A3ZnTYJQ72EvUf3EmloUh0ClxU58A', 'https://lh5.googleusercontent.com/p/AF1QipP--RQtHOf4kSF3Wcw5BtxR_hfHzwST-Fum0Nm2']"
267,Cong Ca Phe,"152 Chợ Lớn, Phường 11, Quận 6, Thành phố Hồ Chí Minh, Vietnam",congcaphe.com,+84 91 186 65 07,,,"['https://lh5.googleusercontent.com/p/AF1QipPU90PK_yYI2k6CdEcIyek_O13Hux-wevdvF-G4', 'https://lh5.googleusercontent.com/p/AF1QipOyduxfwD1A3ZnTYJQ72EvUf3EmloUh0ClxU58A']"
268,Cafe Anna,"18 Đường số 10, Phường 11, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3755 4929,94,4.0,"['https://lh5.googleusercontent.com/p/AF1QipNOVpvshD50Pn5QOf1TH0a09vVgzbWTV7p7TWWm', 'https://lh5.googleusercontent.com/p/AF1QipPU90PK_yYI2k6CdEcIyek_O13Hux-wevdvF-G4']"
269,Dang Xua Cafe Stock House,"45 Đường số 59, Phường 10, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipO0hX2HOtVkUr1BkvpWDC-Ynpxk_OVvBCMsEFAf', 'https://lh5.googleusercontent.com/p/AF1QipNOVpvshD50Pn5QOf1TH0a09vVgzbWTV7p7TWWm']"
270,Bảo Coffee and Juice,"37 Đường số 28, Phường 10, Quận 6, Thành phố Hồ Chí Minh 700000, Vietnam",business.site,+84 91 674 18 18,30,4.7,"['https://lh5.googleusercontent.com/p/AF1QipOZtt2QJyH4pENpEu4RbCrRyY2tnSHIfD0dnjOR', 'https://lh5.googleusercontent.com/p/AF1QipO0hX2HOtVkUr1BkvpWDC-Ynpxk_OVvBCMsEFAf']"
271,Bang Lang Tim coffee,"16 Bình Phú, Phường 11, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,+84 90 824 11 42,,,"['https://lh5.googleusercontent.com/p/AF1QipPx37UwYGs0SNquAM_nScgcU6ZddxSvmfzH94jt', 'https://lh5.googleusercontent.com/p/AF1QipOZtt2QJyH4pENpEu4RbCrRyY2tnSHIfD0dnjOR']"
272,Phuc Long Coffee & Tea,"76 Bà Hom, Phường 13, Quận 6, Thành phố Hồ Chí Minh, Vietnam",phuclong.com.vn,+84 28 3877 9000,,,"['https://lh5.googleusercontent.com/p/AF1QipPpnlR88wFS6hVObxjwLRacjWoxoypvY1XNB7S4', 'https://lh5.googleusercontent.com/p/AF1QipPx37UwYGs0SNquAM_nScgcU6ZddxSvmfzH94jt']"
273,Góc Cà Phê( Dakroco Coffee),"Số 28 Đường 21, Phường 10, Quận 6, Thành phố Hồ Chí Minh 700000, Vietnam",facebook.com,+84 91 604 62 28,26,4.5,"['https://lh5.googleusercontent.com/p/AF1QipNcTBwIaTi9C1O8hW5VEF4F49TratJBOa5-jFtR', 'https://lh5.googleusercontent.com/p/AF1QipPpnlR88wFS6hVObxjwLRacjWoxoypvY1XNB7S4']"
274,Koi Skylight Coffee,"117A Tân Hòa Đông, Phường 14, Quận 6, Thành phố Hồ Chí Minh 700000, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipNpKbSR_qJQkmQ0DaFaDMlGclQX3tMx-HsxWu5Z', 'https://lh5.googleusercontent.com/p/AF1QipNcTBwIaTi9C1O8hW5VEF4F49TratJBOa5-jFtR']"
275,Mono Coffee & Beer,"112 Đường Trần Văn Kiểu, Phường 10, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,+84 888 090 991,30,4.5,"['https://lh5.googleusercontent.com/p/AF1QipOXwLlp5rcNoXMQBSoDgZccoD2WInXJJIGodpoU', 'https://lh5.googleusercontent.com/p/AF1QipNpKbSR_qJQkmQ0DaFaDMlGclQX3tMx-HsxWu5Z']"
276,Cà phê Góc kênh lò gốm phương11 quận 6,"lô b1 chung cư, Lò Gốm, Phường 11, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,+84 90 336 54 50,11,4.6,"['https://lh5.googleusercontent.com/p/AF1QipOnAh9d2EJUk6q6y6wEyMVGiGD2SvMOTlam3RMN', 'https://lh5.googleusercontent.com/p/AF1QipOXwLlp5rcNoXMQBSoDgZccoD2WInXJJIGodpoU']"
277,Cafe Kem quận 6 Quán kem iêu & coffee,"40 Đường số 25, Phường 10, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,+84 90 730 02 68,12,5.0,"['https://lh5.googleusercontent.com/p/AF1QipPrKnlI8X6LoPLgY10YT0ck7TlPzqTc2ImT5JLN', 'https://lh5.googleusercontent.com/p/AF1QipOnAh9d2EJUk6q6y6wEyMVGiGD2SvMOTlam3RMN']"
278,Cọi Coffee,"487A Đ. Hậu Giang, Phường 11, Quận 6, Thành phố Hồ Chí Minh 84028, Vietnam",,+84 97 277 64 77,48,4.4,"['https://lh5.googleusercontent.com/p/AF1QipP5-sW5l5lWdSRONGAgLBF9czr1vvS8Wg56GCfQ', 'https://lh5.googleusercontent.com/p/AF1QipPrKnlI8X6LoPLgY10YT0ck7TlPzqTc2ImT5JLN']"
279,Cafe Shop TiNa,"374 Chợ Lớn, Phường 11, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,,10,4.7,"['https://lh5.googleusercontent.com/p/AF1QipMuEhK7PEV7Cw5jen6PwBlyTISr8GO4FjDsQaCx', 'https://lh5.googleusercontent.com/p/AF1QipP5-sW5l5lWdSRONGAgLBF9czr1vvS8Wg56GCfQ']"
280,BÙI VĂN NGỌ COFFEE - CH BÌNH PHÚ,"72-74 Đường Số 23, Khu IV, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3755 4777,129,4.2,"['https://lh5.googleusercontent.com/p/AF1QipP5IMhrTflyEw4huJzJ5XJzMDaKrZrQFrC5-uI6', 'https://lh5.googleusercontent.com/p/AF1QipMuEhK7PEV7Cw5jen6PwBlyTISr8GO4FjDsQaCx']"
281,Saigon Star Coffee,"QJ2H+CFV, Phường 13, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,,70,4.2,"['https://lh5.googleusercontent.com/p/AF1QipM3vJNe0lc_zfvTewiiJqbdGL6qxF67vTyesizS', 'https://lh5.googleusercontent.com/p/AF1QipP5IMhrTflyEw4huJzJ5XJzMDaKrZrQFrC5-uI6']"
282,HaNa Coffee,"21b Đ. Số 32, Khu IV, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,+84 96 898 79 97,134,4.2,"['https://lh5.googleusercontent.com/p/AF1QipNy2j7jeYHcliQYXtVUH5SH4hlhklCjvxo2-H2w', 'https://lh5.googleusercontent.com/p/AF1QipM3vJNe0lc_zfvTewiiJqbdGL6qxF67vTyesizS']"
283,Trung Nguyên E-Coffee,"206 Đường Trần Văn Kiểu, Phường 10, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,+84 91 944 79 38,,,"['https://lh5.googleusercontent.com/p/AF1QipOsm9bH_gfDYHWYH3AySUi3m372mfQaG_ijrjnz', 'https://lh5.googleusercontent.com/p/AF1QipNy2j7jeYHcliQYXtVUH5SH4hlhklCjvxo2-H2w']"
284,VIỆT GIANG COFFEE CÁ KOI,"729Bis Đ. Hậu Giang, Phường 11, Quận 6, Thành phố Hồ Chí Minh, Vietnam",business.site,+84 98 888 37 18,41,4.6,"['https://lh5.googleusercontent.com/p/AF1QipPzWDTCgwNvPeNu3dBK3qO92PijblXriACT2i90', 'https://lh5.googleusercontent.com/p/AF1QipOsm9bH_gfDYHWYH3AySUi3m372mfQaG_ijrjnz']"
285,Napoli Coffee,"220 Đường Trần Văn Kiểu, Phường 10, Quận 6, Thành phố Hồ Chí Minh 70000, Vietnam",napoli.vn,+84 93 554 88 70,,,"['https://lh5.googleusercontent.com/p/AF1QipOyIx3ZA8Yhp5E-DFCN5QMy_h1Q-SbYb2UPKIiD', 'https://lh5.googleusercontent.com/p/AF1QipPzWDTCgwNvPeNu3dBK3qO92PijblXriACT2i90']"
286,GEN Z COFFEE - Chill out 180 View,"93a Đường Đ. Nguyễn Văn Luông, Phường 10, Quận 6, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 90 996 80 88,,,"['https://lh5.googleusercontent.com/p/AF1QipMZ7xmJs4kywHLbtnXeCcGFiMx1V3m3iVDbZmZ_', 'https://lh5.googleusercontent.com/p/AF1QipOyIx3ZA8Yhp5E-DFCN5QMy_h1Q-SbYb2UPKIiD']"
287,Trà Sữa & Cafe Meo Meo,"27 Đường Số 10 Cx Rađa, Phường 13, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,,40,4.1,"['https://lh5.googleusercontent.com/p/AF1QipMZ7xmJs4kywHLbtnXeCcGFiMx1V3m3iVDbZmZ_', 'https://lh5.googleusercontent.com/p/AF1QipPP4I5sh1u_mM_OvukU8-oWEqKdqHEC-WLq1vcZ']"
288,Phèn coffee,"45 Đường số 10, Phường 13, Quận 6, Thành phố Hồ Chí Minh, Vietnam",phen.business.site,+84 96 565 45 42,12,4.4,"['https://lh5.googleusercontent.com/p/AF1QipMmIGTWFqhogtxXl75kpJhU5rkuqh4jkt6JjgGv', 'https://lh5.googleusercontent.com/p/AF1QipPP4I5sh1u_mM_OvukU8-oWEqKdqHEC-WLq1vcZ']"
289,The COF,"40 Đường số 5, Đ. Số 7, Phường 13, Quận 6, Thành phố Hồ Chí Minh, Vietnam",caphesachphonui.com,,15,5.0,"['https://lh5.googleusercontent.com/p/AF1QipM03M1V-EbeEYF5XmZ9nxCn4M380Lxoc_zvzr22', 'https://lh5.googleusercontent.com/p/AF1QipMmIGTWFqhogtxXl75kpJhU5rkuqh4jkt6JjgGv']"
290,VINCUP COFFEE BÌNH PHÚ,"1 Lô D, Đ. Lý Chiêu Hoàng, Phường 10, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,,41,4.3,"['https://lh5.googleusercontent.com/p/AF1QipN_s2hfZq0N9XdA1UPK4NSPoIERvOSvvgK6_iMr', 'https://lh5.googleusercontent.com/p/AF1QipM03M1V-EbeEYF5XmZ9nxCn4M380Lxoc_zvzr22']"
291,The Coffee House Hau Giang,"1056 Đ. Hậu Giang, Phường 12, Quận 6, Thành phố Hồ Chí Minh, Vietnam",thecoffeehouse.com,+84 28 7303 9079,,,"['https://lh5.googleusercontent.com/p/AF1QipMXQizc5UsrjnWg5ALYAJ5cQToRtxvRcMpcttz5', 'https://lh5.googleusercontent.com/p/AF1QipN_s2hfZq0N9XdA1UPK4NSPoIERvOSvvgK6_iMr']"
292,Fresh Coffee Shop,"9 Bình Phú, Phường 10, Quận 6, Thành phố Hồ Chí Minh, Vietnam",roviscafe.vn,+84 90 623 49 07,7,4.6,"['https://lh5.googleusercontent.com/p/AF1QipPcxY4CkMb96qJrx_RjBicbMX22YFj8S8Hd94yC', 'https://lh5.googleusercontent.com/p/AF1QipMXQizc5UsrjnWg5ALYAJ5cQToRtxvRcMpcttz5']"
293,Phuc Long Coffee & Tea,"4 Lê Quang Sung, Phường 2, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3960 3456,,,"['https://lh5.googleusercontent.com/p/AF1QipMpNUOCVyZr6dT14c5DAwfv7zYOIJyMNzrtn0uo', 'https://lh5.googleusercontent.com/p/AF1QipPcxY4CkMb96qJrx_RjBicbMX22YFj8S8Hd94yC']"
294,Đại Lộ Coffee,"159 Bình Phú, Phường 11, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipPwRkjxSeBY2Xyp_q-JPRTaH_Ev2dtSeFMv8-4n', 'https://lh5.googleusercontent.com/p/AF1QipMpNUOCVyZr6dT14c5DAwfv7zYOIJyMNzrtn0uo']"
295,Vincup Coffee,"78 Đường Số 23, Phường 10, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,,91,4.1,"['https://lh5.googleusercontent.com/p/AF1QipOv5uUslBOUFjyj3KT1Fs3yVe3jsMUBsxmsIY1M', 'https://lh5.googleusercontent.com/p/AF1QipPwRkjxSeBY2Xyp_q-JPRTaH_Ev2dtSeFMv8-4n']"
296,Coffee POEM,"6-8 Bình Phú, Phường 10, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,,19,4.5,"['https://lh5.googleusercontent.com/p/AF1QipNKsoMeDHk2Zh6m4K7dGouptzzSoLEoRgFRMN0-', 'https://lh5.googleusercontent.com/p/AF1QipOv5uUslBOUFjyj3KT1Fs3yVe3jsMUBsxmsIY1M']"
297,The Coffee House - Hau Giang (Woody),"1056 Đ. Hậu Giang, Phường 12, Quận 6, Thành phố Hồ Chí Minh 700000, Vietnam",thecoffeehouse.com,+84 28 7303 9079,,,"['https://lh5.googleusercontent.com/p/AF1QipOpUbfaXiGwsD0XwPsV_0QyUs-6O-fed0NWO0M7', 'https://lh5.googleusercontent.com/p/AF1QipNKsoMeDHk2Zh6m4K7dGouptzzSoLEoRgFRMN0-']"
298,"52M đường 30B, Phường 10, Quận 6","M1Bis Đ. Lý Chiêu Hoàng, Phường 10, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,+84 785 030 389,1,3.0,"['https://lh5.googleusercontent.com/p/AF1QipP2XIIiowuWrinxvEtnqqo_6PuLZye-TLIhkfGF', 'https://lh5.googleusercontent.com/p/AF1QipOpUbfaXiGwsD0XwPsV_0QyUs-6O-fed0NWO0M7']"
299,VIVA STAR COFFEE,"206 Đường Trần Văn Kiểu, Phường 10, Quận 6, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipN2jLdHwtpqAiqp9wW8XhE4u1Kbnsko1mRtEnY7', 'https://lh5.googleusercontent.com/p/AF1QipP2XIIiowuWrinxvEtnqqo_6PuLZye-TLIhkfGF']"
300,"My House Coffee, 01 Lô C, KDC Bộ Công An, hẻm 160, Nguyễn Văn Qùy, Quận 7","01, Lo C, KDC Bo Cong An, hem 160, Nguyễn Văn Quỳ, Phú Thuận, Quận 7, Thành phố Hồ Chí Minh 70000, Vietnam",,+84 93 823 83 69,,,"['https://lh5.googleusercontent.com/p/AF1QipPuxNEWvFpWTuGhDU9mHVCW5ilnI8BsWDoV_Dfs', 'https://lh5.googleusercontent.com/p/AF1QipNOEFYLZT7ziQJ3kKJEAuHNQ21Qa3I960hahAKv']"
301,KAFIN COFFEE Quận 7,"62 Hẻm 1041/62/39 Đ. Trần Xuân Soạn, Tân Hưng, Quận 7, Thành phố Hồ Chí Minh, Vietnam",,,12,4.6,"['https://lh5.googleusercontent.com/p/AF1QipNOEFYLZT7ziQJ3kKJEAuHNQ21Qa3I960hahAKv', 'https://lh5.googleusercontent.com/p/AF1QipPuxNEWvFpWTuGhDU9mHVCW5ilnI8BsWDoV_Dfs']"
302,Nắng coffee&Acoustic,"326 Lê Văn Lương, Tân Quy, Quận 7, Thành phố Hồ Chí Minh 700000, Vietnam",nangrooftop.business.site,+84 779 150 297,,,"['https://lh5.googleusercontent.com/p/AF1QipP3N31BT0zdl9tIiUA2Ahb0GTdajRtJ5Xq-9N8E', 'https://lh5.googleusercontent.com/p/AF1QipNOEFYLZT7ziQJ3kKJEAuHNQ21Qa3I960hahAKv']"
303,O'Hara Kafe,"21 Nguyễn Thị Thập, Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 28 6298 9734,,,"['https://lh5.googleusercontent.com/p/AF1QipPU0f7cyQclFrJm7GwMkmC9DcSXpgQu6eeG9IvP', 'https://lh5.googleusercontent.com/p/AF1QipP3N31BT0zdl9tIiUA2Ahb0GTdajRtJ5Xq-9N8E']"
304,Aloha Coffee - Quận 7,"52 Đường số 1, Tân Hưng, Quận 7, Thành phố Hồ Chí Minh, Vietnam",alohacoffeequan7.com,+84 90 889 98 69,60,4.6,"['https://lh5.googleusercontent.com/p/AF1QipOZVdy-tDBfSiFDvniBbg0AOnVfcRoMvlPBm8rE', 'https://lh5.googleusercontent.com/p/AF1QipPU0f7cyQclFrJm7GwMkmC9DcSXpgQu6eeG9IvP']"
305,Hima Coffee Quận 7,"222 Đ. Lâm Văn Bền, Bình Thuận, Quận 7, Thành phố Hồ Chí Minh 700000, Vietnam",,+84 343 685 889,32,4.1,"['https://lh5.googleusercontent.com/p/AF1QipPNB_Nco11sIiaq3pz3JVKpDONMdHs21zsiR_tJ', 'https://lh5.googleusercontent.com/p/AF1QipOZVdy-tDBfSiFDvniBbg0AOnVfcRoMvlPBm8rE']"
306,The Coffee House - Lâm Văn Bền,"58 Đ. Lâm Văn Bền, Tân Thuận Tây, Quận 7, Thành phố Hồ Chí Minh 700000, Vietnam",thecoffeehouse.com,+84 28 7303 9079,,,"['https://lh5.googleusercontent.com/p/AF1QipOg3Re7-oj1CyvWhuo-VFo6TNLlhRWNRQc6H1Eo', 'https://lh5.googleusercontent.com/p/AF1QipPNB_Nco11sIiaq3pz3JVKpDONMdHs21zsiR_tJ']"
307,MINGO coffee,"136 Đường số 79, Tân Quy, Quận 7, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3636 9279,38,4.3,"['https://lh5.googleusercontent.com/p/AF1QipPBpBX8n6nbSwVGnI58r3TZUNL27BOVpK74uFFI', 'https://lh5.googleusercontent.com/p/AF1QipOg3Re7-oj1CyvWhuo-VFo6TNLlhRWNRQc6H1Eo']"
308,K-Coffee,"68 Đường Số 81, Tân Quy, Quận 7, Thành phố Hồ Chí Minh, Vietnam",,+84 707 787 965,22,4.6,"['https://lh5.googleusercontent.com/p/AF1QipNtA4pE4eKaLDpjhhwRPc6k76G0nyOSJPa25Q6o', 'https://lh5.googleusercontent.com/p/AF1QipPBpBX8n6nbSwVGnI58r3TZUNL27BOVpK74uFFI']"
309,Anais Coffee,"8 Đường số 30, Tân Quy, Quận 7, Thành phố Hồ Chí Minh, Vietnam",,,27,4.7,"['https://lh5.googleusercontent.com/p/AF1QipP4EgGMGYE-1sMkuSSRulLarQSoxbtrAyRO0Pvp', 'https://lh5.googleusercontent.com/p/AF1QipNtA4pE4eKaLDpjhhwRPc6k76G0nyOSJPa25Q6o']"
310,NGUYEN TRAN Coffee shop,"07 Số 35, Kp 6, Quận 7, Thành phố Hồ Chí Minh 700000, Vietnam",facebook.com,+84 91 883 38 81,58,4.5,"['https://lh5.googleusercontent.com/p/AF1QipN-40Nx8Y7Zo4pRpf3Orjnkie2ahZfLyz-1T8xF', 'https://lh5.googleusercontent.com/p/AF1QipP4EgGMGYE-1sMkuSSRulLarQSoxbtrAyRO0Pvp']"
311,"Farmers Garden - Nguyễn Thị Thập, Q.7","486 Nguyễn Thị Thập, Tân Quy, Quận 7, Thành phố Hồ Chí Minh 700000, Vietnam",business.site,+84 93 707 57 29,443,4.3,"['https://lh5.googleusercontent.com/p/AF1QipN71aIE0c-kTihjmnlwo758ff49PnDJKk7qtg_e', 'https://lh5.googleusercontent.com/p/AF1QipN-40Nx8Y7Zo4pRpf3Orjnkie2ahZfLyz-1T8xF']"
312,Chie’s Coffee and Tea- Coffee ngon quận 7,"1176 Huỳnh Tấn Phát, Phú Mỹ, Quận 7, Thành phố Hồ Chí Minh, Vietnam",chiescoffee.com,+84 93 845 88 12,17,4.9,"['https://lh5.googleusercontent.com/p/AF1QipNDy_jUt0R5DO13czMRtL8Pnda419TSOaU3OHNQ', 'https://lh5.googleusercontent.com/p/AF1QipN71aIE0c-kTihjmnlwo758ff49PnDJKk7qtg_e']"
313,Circle Coffee,"60-62 Nguyễn Thị Thập, Bình Thuận, Quận 7, Thành phố Hồ Chí Minh 700000, Vietnam",,+84 90 499 60 62,167,4.4,"['https://lh5.googleusercontent.com/p/AF1QipNbYwW6MdXnBKtVNKmqHynhDZcGN_p4_rvzw7_8', 'https://lh5.googleusercontent.com/p/AF1QipNDy_jUt0R5DO13czMRtL8Pnda419TSOaU3OHNQ']"
314,Ú Cà Phê Kokeshi | Coffee vintage quận 7 | Cafe vintage Lâm Văn Bền,"15 Số 49, Tân Quy, Quận 7, Thành phố Hồ Chí Minh, Vietnam",ucafekokeshi.com,+84 92 845 67 89,35,4.5,"['https://lh5.googleusercontent.com/p/AF1QipNiTajBz5zCR4EjrV-O8S77ocOs8AUVT2ezL0J0', 'https://lh5.googleusercontent.com/p/AF1QipNbYwW6MdXnBKtVNKmqHynhDZcGN_p4_rvzw7_8']"
315,Cà Phê Sân Vườn Du Mục,"128 Đ. Lâm Văn Bền, Tân Quy, Quận 7, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipMacGjfiKSBFRFJPmFd0fxVDq24snJQMRGwC91z', 'https://lh5.googleusercontent.com/p/AF1QipNiTajBz5zCR4EjrV-O8S77ocOs8AUVT2ezL0J0']"
316,The Coffee House - Huỳnh Tấn Phát,"400A Huỳnh Tấn Phát, Bình Thuận, Quận 7, Thành phố Hồ Chí Minh 700000, Vietnam",thecoffeehouse.com,+84 28 7303 9079,,,"['https://lh5.googleusercontent.com/p/AF1QipOaylD5vZ0j1Jn0yopwjJpOg-p0E2zryPONhpCE', 'https://lh5.googleusercontent.com/p/AF1QipMacGjfiKSBFRFJPmFd0fxVDq24snJQMRGwC91z']"
317,Mimoza Coffee,"PPP6+M78, Đường số 41, Tân Phong, Quận 7, Thành phố Hồ Chí Minh, Vietnam",foody.vn,+84 886 856 409,,,"['https://lh5.googleusercontent.com/p/AF1QipPf9fikPNCVzfJVIHVDoekLQmuAGjXAllq2-Xl8', 'https://lh5.googleusercontent.com/p/AF1QipOaylD5vZ0j1Jn0yopwjJpOg-p0E2zryPONhpCE']"
